"","DATE","AWND","TAVG","PRCP","SNOW"
"2020-03-02",2020-03-02,5.2,1.7,0,0
"2020-03-03",2020-03-03,5,10.2,0.8,0
"2020-03-04",2020-03-04,8.8,8.5,0.8,0
"2020-03-05",2020-03-05,4.8,6.4,0,0
"2020-03-06",2020-03-06,6.2,3.9,0,0
"2020-03-07",2020-03-07,9,2.3,0,0
"2020-03-08",2020-03-08,4.7,4.4,0,0
"2020-03-09",2020-03-09,6,12.6,0,0
"2020-03-10",2020-03-10,5.1,11.1,0,0
"2020-03-11",2020-03-11,4.1,10.2,0,0
"2020-03-12",2020-03-12,4.3,4.3,0,0
"2020-03-13",2020-03-13,7.3,7.9,7.4,0
"2020-03-14",2020-03-14,7.1,7.6,0,0
"2020-03-15",2020-03-15,4.7,4.7,0,0
"2020-03-16",2020-03-16,5.4,0.1,0,0
"2020-03-17",2020-03-17,4,2.2,0.8,0
"2020-03-18",2020-03-18,4.2,6,0,0
"2020-03-19",2020-03-19,5.9,5,14.2,0
"2020-03-20",2020-03-20,7,8.7,0.5,0
"2020-03-21",2020-03-21,6.3,9.2,0,0
"2020-03-22",2020-03-22,5.1,-0.5,0,0
"2020-03-23",2020-03-23,6.8,0.3,35.1,0
"2020-03-24",2020-03-24,5.4,4.7,8.9,0
"2020-03-25",2020-03-25,6.2,4.6,0,0
"2020-03-26",2020-03-26,5.1,4.1,0,0
"2020-03-27",2020-03-27,5.7,10.3,0.3,0
"2020-03-28",2020-03-28,2.9,7.5,2,0
"2020-03-29",2020-03-29,7.2,5.6,18.8,0
"2020-03-30",2020-03-30,6.9,4.3,2,0
"2020-03-31",2020-03-31,5.5,2.5,0,0
"2020-04-01",2020-04-01,5.4,2.4,0,0
"2020-04-02",2020-04-02,7.9,5.4,3.3,0
"2020-04-03",2020-04-03,11.4,5.9,21.1,0
"2020-04-04",2020-04-04,5.9,5.2,1,0
"2020-04-05",2020-04-05,3.7,6.2,0,0
"2020-04-06",2020-04-06,4.6,10.2,0,0
"2020-04-07",2020-04-07,3.9,11.3,0,0
"2020-04-08",2020-04-08,3.2,7.8,1.8,0
"2020-04-09",2020-04-09,6.3,6.8,16.3,0
"2020-04-10",2020-04-10,8.1,5.9,0.3,0
"2020-04-11",2020-04-11,6.8,6.4,0,0
"2020-04-12",2020-04-12,4.8,8.5,0,0
"2020-04-13",2020-04-13,10,12.6,14.2,0
"2020-04-14",2020-04-14,4.6,11.8,0,0
"2020-04-15",2020-04-15,4.3,8.4,0,0
"2020-04-16",2020-04-16,5.5,5.3,0,0
"2020-04-17",2020-04-17,6.4,4.9,0.3,0
"2020-04-18",2020-04-18,4.6,3.5,17,18
"2020-04-19",2020-04-19,6.7,7.9,0,0
"2020-04-20",2020-04-20,4.2,8.9,0,0
"2020-04-21",2020-04-21,7.4,6.2,8.4,0
"2020-04-22",2020-04-22,8.8,3.7,0,0
"2020-04-23",2020-04-23,5.6,5.8,0,0
"2020-04-24",2020-04-24,4.1,6.4,5.3,0
"2020-04-25",2020-04-25,3.4,7.4,0,0
"2020-04-26",2020-04-26,6.7,7.5,5.6,0
"2020-04-27",2020-04-27,10.2,4.9,15.2,0
"2020-04-28",2020-04-28,4.6,4.7,0.3,0
"2020-04-29",2020-04-29,4.4,6.9,0,0
"2020-04-30",2020-04-30,5.9,7.4,0,0
"2020-05-01",2020-05-01,4,10.9,20.1,0
"2020-05-02",2020-05-02,5.8,13.9,0.3,0
"2020-05-03",2020-05-03,4.5,18,0,0
"2020-05-04",2020-05-04,5.3,17.5,0,0
"2020-05-05",2020-05-05,5.8,10.5,0,0
"2020-05-06",2020-05-06,4.1,8.3,0.3,0
"2020-05-07",2020-05-07,4.2,10.5,0,0
"2020-05-08",2020-05-08,5.3,10.9,6.4,0
"2020-05-09",2020-05-09,8.8,4.9,3,0
"2020-05-10",2020-05-10,6.6,6.9,0,0
"2020-05-11",2020-05-11,5.3,11.1,5.8,0
"2020-05-12",2020-05-12,7,9.1,0,0
"2020-05-13",2020-05-13,5.7,9.1,0,0
"2020-05-14",2020-05-14,5,13.7,0,0
"2020-05-15",2020-05-15,4.9,15.7,17,0
"2020-05-16",2020-05-16,5.8,17.2,1,0
"2020-05-17",2020-05-17,3.8,12.5,0,0
"2020-05-18",2020-05-18,3.7,12.5,0,0
"2020-05-19",2020-05-19,5.5,10.3,0,0
"2020-05-20",2020-05-20,3.8,10.6,0,0
"2020-05-21",2020-05-21,5,14.3,0,0
"2020-05-22",2020-05-22,6.3,19.3,0,0
"2020-05-23",2020-05-23,6.9,16.9,0,0
"2020-05-24",2020-05-24,5.3,9.8,0,0
"2020-05-25",2020-05-25,2.9,10.2,0,0
"2020-05-26",2020-05-26,3,13.1,0,0
"2020-05-27",2020-05-27,5.2,21.1,0,0
"2020-05-28",2020-05-28,6.1,21.4,0,0
"2020-05-29",2020-05-29,7.3,22.7,0,0
"2020-05-30",2020-05-30,5.1,22.6,2.3,0
"2020-05-31",2020-05-31,6.6,18.4,0,0
"2020-06-01",2020-06-01,4.9,13.1,0,0
"2020-06-02",2020-06-02,3.8,13.4,0.5,0
"2020-06-03",2020-06-03,3.3,18.2,0.3,0
"2020-06-04",2020-06-04,3.8,23.2,0,0
"2020-06-05",2020-06-05,5.1,22.2,4.1,0
"2020-06-06",2020-06-06,4.7,23.8,3.6,0
"2020-06-07",2020-06-07,4.4,16.4,0,0
"2020-06-08",2020-06-08,3.7,18.7,0,0
"2020-06-09",2020-06-09,2.5,19.6,0,0
"2020-06-10",2020-06-10,4.3,16.8,0,0
"2020-06-11",2020-06-11,6.1,19.3,18.8,0
"2020-06-12",2020-06-12,4,22.6,0,0
"2020-06-13",2020-06-13,5,18.7,0,0
"2020-06-14",2020-06-14,4.7,15.5,0,0
"2020-06-15",2020-06-15,3.4,14.8,0,0
"2020-06-16",2020-06-16,2.9,16.7,0,0
"2020-06-17",2020-06-17,3.5,17.8,0,0
"2020-06-18",2020-06-18,4.4,22.2,0,0
"2020-06-19",2020-06-19,5.3,25.2,0,0
"2020-06-20",2020-06-20,4.3,26.3,0,0
"2020-06-21",2020-06-21,3.6,25.8,0,0
"2020-06-22",2020-06-22,3.5,19.7,0,0
"2020-06-23",2020-06-23,4.4,22.4,0,0
"2020-06-24",2020-06-24,4.4,24.3,0.3,0
"2020-06-25",2020-06-25,4.2,25.1,0,0
"2020-06-26",2020-06-26,4.3,24.3,0,0
"2020-06-27",2020-06-27,2.6,23.5,0.5,0
"2020-06-28",2020-06-28,3.1,20.9,30.2,0
"2020-06-29",2020-06-29,3,19.2,4.8,0
"2020-06-30",2020-06-30,3.1,17.9,4.6,0
"2020-07-01",2020-07-01,2.5,18.9,1.8,0
"2020-07-02",2020-07-02,3.1,21.8,0,0
"2020-07-03",2020-07-03,5.5,22.2,0,0
"2020-07-04",2020-07-04,3.6,18.1,0,0
"2020-07-05",2020-07-05,3.4,20.8,2.8,0
"2020-07-06",2020-07-06,4,19.8,0,0
"2020-07-07",2020-07-07,4.3,20.1,0,0
"2020-07-08",2020-07-08,5.5,23.4,0,0
"2020-07-09",2020-07-09,4.1,25.5,0,0
"2020-07-10",2020-07-10,4.9,23.2,0,0
"2020-07-11",2020-07-11,7,25.2,0.3,0
"2020-07-12",2020-07-12,6.4,26.5,0,0
"2020-07-13",2020-07-13,3.5,25.3,1.8,0
"2020-07-14",2020-07-14,4,21.8,15.7,0
"2020-07-15",2020-07-15,4,18.7,1.8,0
"2020-07-16",2020-07-16,4,18.1,0,0
"2020-07-17",2020-07-17,4.2,17.8,2.8,0
"2020-07-18",2020-07-18,3,24.9,0,0
"2020-07-19",2020-07-19,5.2,27.9,0,0
"2020-07-20",2020-07-20,5.8,27.9,0,0
"2020-07-21",2020-07-21,4.6,28.5,0,0
"2020-07-22",2020-07-22,3.6,23.9,8.1,0
"2020-07-23",2020-07-23,3.5,24.2,14.5,0
"2020-07-24",2020-07-24,3.4,23.4,0,0
"2020-07-25",2020-07-25,2.9,24.2,0,0
"2020-07-26",2020-07-26,5.6,27.3,0,0
"2020-07-27",2020-07-27,5.1,29.8,0,0
"2020-07-28",2020-07-28,5.2,30.3,0,0
"2020-07-29",2020-07-29,4.7,26.7,0,0
"2020-07-30",2020-07-30,3.4,25.8,0,0
"2020-07-31",2020-07-31,3.1,24.1,0,0
"2020-08-01",2020-08-01,3.6,23.7,0,0
"2020-08-02",2020-08-02,5.1,24.8,1.8,0
"2020-08-03",2020-08-03,5.7,28.3,0,0
"2020-08-04",2020-08-04,6.4,24.3,4.3,0
"2020-08-05",2020-08-05,5.5,26.3,0,0
"2020-08-06",2020-08-06,3,24.9,0,0
"2020-08-07",2020-08-07,2.8,21.7,0,0
"2020-08-08",2020-08-08,3.1,21.2,0,0
"2020-08-09",2020-08-09,4.3,24.6,0,0
"2020-08-10",2020-08-10,3.6,27.3,0,0
"2020-08-11",2020-08-11,4.9,28.2,0,0
"2020-08-12",2020-08-12,3.3,27.2,0,0
"2020-08-13",2020-08-13,3.3,25.9,0,0
"2020-08-14",2020-08-14,3.8,22.9,0,0
"2020-08-15",2020-08-15,6.3,20.2,0,0
"2020-08-16",2020-08-16,5.2,19.4,4.1,0
"2020-08-17",2020-08-17,5,18.7,2,0
"2020-08-18",2020-08-18,4.6,22.6,4.1,0
"2020-08-19",2020-08-19,3.6,21.6,1.5,0
"2020-08-20",2020-08-20,3.8,20.8,0,0
"2020-08-21",2020-08-21,5.1,23.8,0,0
"2020-08-22",2020-08-22,3.2,23.7,0,0
"2020-08-23",2020-08-23,3.6,22.7,33.8,0
"2020-08-24",2020-08-24,3.5,23.8,0,0
"2020-08-25",2020-08-25,5.6,25.9,0,0
"2020-08-26",2020-08-26,5.9,20.6,0,0
"2020-08-27",2020-08-27,2.7,17.9,4.6,0
"2020-08-28",2020-08-28,2.6,19.8,0,0
"2020-08-29",2020-08-29,4.3,21.2,1.8,0
"2020-08-30",2020-08-30,6.7,22,0,0
"2020-08-31",2020-08-31,3.8,18.5,0,0
"2020-09-01",2020-09-01,4.9,18.9,0,0
"2020-09-02",2020-09-02,3.3,18.2,5.1,0
"2020-09-03",2020-09-03,2.6,21.8,0.3,0
"2020-09-04",2020-09-04,4.6,23.4,0,0
"2020-09-05",2020-09-05,4.3,21.2,0,0
"2020-09-06",2020-09-06,2.9,20.3,0,0
"2020-09-07",2020-09-07,4.8,21.1,0,0
"2020-09-08",2020-09-08,4,20.3,0,0
"2020-09-09",2020-09-09,2.6,20.8,0,0
"2020-09-10",2020-09-10,3.2,23.1,6.4,0
"2020-09-11",2020-09-11,4.3,19.4,0,0
"2020-09-12",2020-09-12,4.3,15.6,0,0
"2020-09-13",2020-09-13,3.9,17.1,0,0
"2020-09-14",2020-09-14,6,21,0,0
"2020-09-15",2020-09-15,3.7,13.6,0,0
"2020-09-16",2020-09-16,6.3,15.9,0,0
"2020-09-17",2020-09-17,4.7,19.3,0,0
"2020-09-18",2020-09-18,6,16.4,0,0
"2020-09-19",2020-09-19,4.7,12,0,0
"2020-09-20",2020-09-20,4.9,11.3,0,0
"2020-09-21",2020-09-21,4.7,11.6,0,0
"2020-09-22",2020-09-22,6.1,12.3,0,0
"2020-09-23",2020-09-23,5.2,18.2,0,0
"2020-09-24",2020-09-24,3.6,20.7,0,0
"2020-09-25",2020-09-25,2.7,18.4,0,0
"2020-09-26",2020-09-26,3.4,17.3,0,0
"2020-09-27",2020-09-27,3.2,20.3,0,0
"2020-09-28",2020-09-28,4,21.2,1.3,0
"2020-09-29",2020-09-29,3.6,20.1,0,0
"2020-09-30",2020-09-30,8.2,21.6,11.7,0
"2020-10-01",2020-10-01,5.1,18.3,0,0
"2020-10-02",2020-10-02,3.3,16,0.5,0
"2020-10-03",2020-10-03,3.5,13.1,0,0
"2020-10-04",2020-10-04,3.6,13.2,0,0
"2020-10-05",2020-10-05,3.8,13.9,0,0
"2020-10-06",2020-10-06,4.3,14.6,0,0
"2020-10-07",2020-10-07,7.6,16.8,0.5,0
"2020-10-08",2020-10-08,6.9,13.8,0,0
"2020-10-09",2020-10-09,4.8,10.7,0,0
"2020-10-10",2020-10-10,8.7,17.3,0,0
"2020-10-11",2020-10-11,5.5,15.6,0,0
"2020-10-12",2020-10-12,7.2,11.3,0,0
"2020-10-13",2020-10-13,6.6,12.7,38.1,0
"2020-10-14",2020-10-14,3.9,14.2,0,0
"2020-10-15",2020-10-15,5.5,15,0,0
"2020-10-16",2020-10-16,4.2,16.1,19.6,0
"2020-10-17",2020-10-17,5.7,10.3,29.5,0
"2020-10-18",2020-10-18,3.1,9.7,0,0
"2020-10-19",2020-10-19,2.3,10.7,0,0
"2020-10-20",2020-10-20,2.6,13.3,0,0
"2020-10-21",2020-10-21,3.4,14.3,1.5,0
"2020-10-22",2020-10-22,3.2,16.8,0,0
"2020-10-23",2020-10-23,3.1,13.7,0,0
"2020-10-24",2020-10-24,5.1,15.5,0,0
"2020-10-25",2020-10-25,4.5,8.2,0,0
"2020-10-26",2020-10-26,4.3,10.1,0.3,0
"2020-10-27",2020-10-27,3.7,10.8,0,0
"2020-10-28",2020-10-28,2.7,8.3,6.9,0
"2020-10-29",2020-10-29,4.3,8.1,23.1,0
"2020-10-30",2020-10-30,6.5,2.6,6.6,109
"2020-10-31",2020-10-31,3,0.8,0,0
"2020-11-01",2020-11-01,2.9,5.6,15.7,0
"2020-11-02",2020-11-02,8.6,5.3,0,0
"2020-11-03",2020-11-03,6.5,3.2,0,0
"2020-11-04",2020-11-04,3.8,4.4,0,0
"2020-11-05",2020-11-05,6.8,13.7,0,0
"2020-11-06",2020-11-06,5.5,16.3,0,0
"2020-11-07",2020-11-07,3.4,16.3,0,0
"2020-11-08",2020-11-08,1.9,15.4,0,0
"2020-11-09",2020-11-09,1.1,10.8,0,0
"2020-11-10",2020-11-10,4.4,14.5,0,0
"2020-11-11",2020-11-11,6.4,17.8,0.3,0
"2020-11-12",2020-11-12,4.4,16.3,0,0
"2020-11-13",2020-11-13,5.4,8.7,5.6,0
"2020-11-14",2020-11-14,4.5,6.3,0,0
"2020-11-15",2020-11-15,5.5,4.8,8.6,0
"2020-11-16",2020-11-16,5.7,10.4,1.3,0
"2020-11-17",2020-11-17,5.1,6.3,0,0
"2020-11-18",2020-11-18,6.3,0.4,0,0
"2020-11-19",2020-11-19,5.7,-1.4,0,0
"2020-11-20",2020-11-20,7.6,10.7,0,0
"2020-11-21",2020-11-21,4.1,12.7,0,0
"2020-11-22",2020-11-22,6.1,5.7,0,0
"2020-11-23",2020-11-23,6.1,9.6,46,0
"2020-11-24",2020-11-24,5.1,3.7,0,0
"2020-11-25",2020-11-25,1.9,2.6,0.3,0
"2020-11-26",2020-11-26,2.6,9.2,7.4,0
"2020-11-27",2020-11-27,1.9,9.3,0,0
"2020-11-28",2020-11-28,3.6,9.6,0,0
"2020-11-29",2020-11-29,3.6,6.7,0,0
"2020-11-30",2020-11-30,7.5,7.8,21.6,0
"2020-12-01",2020-12-01,7,14.9,10.4,0
"2020-12-02",2020-12-02,6,5,0,0
"2020-12-03",2020-12-03,5.6,4.9,0,0
"2020-12-04",2020-12-04,5.9,8.4,0.5,0
"2020-12-05",2020-12-05,8.1,5.9,43.7,8
"2020-12-06",2020-12-06,7.7,1.2,0,0
"2020-12-07",2020-12-07,4.6,-0.9,0,0
"2020-12-08",2020-12-08,6,-1.6,0,0
"2020-12-09",2020-12-09,3.4,-1.6,0,0
"2020-12-10",2020-12-10,4.3,3.2,0,0
"2020-12-11",2020-12-11,3.7,3.9,0,0
"2020-12-12",2020-12-12,2.6,5.6,12.7,0
"2020-12-13",2020-12-13,3.1,8.5,0,0
"2020-12-14",2020-12-14,3.5,3.6,1.5,0
"2020-12-15",2020-12-15,6.2,0.7,0,0
"2020-12-16",2020-12-16,5.9,-5.3,1,10
"2020-12-17",2020-12-17,10.1,-3.2,33,312
"2020-12-18",2020-12-18,4.6,-3.7,0,0
"2020-12-19",2020-12-19,2.7,-4.9,0,0
"2020-12-20",2020-12-20,1.6,-1.6,0.8,0
"2020-12-21",2020-12-21,2.5,0.4,0,0
"2020-12-22",2020-12-22,5.2,3.2,0,0
"2020-12-23",2020-12-23,4.5,1.8,0,0
"2020-12-24",2020-12-24,5.8,3.9,0,0
"2020-12-25",2020-12-25,8.8,11.6,37.8,0
"2020-12-26",2020-12-26,7.6,2.1,0,0
"2020-12-27",2020-12-27,4,-0.7,0,0
"2020-12-28",2020-12-28,4.2,2.7,0,0
"2020-12-29",2020-12-29,6.9,2.7,0,0
"2020-12-30",2020-12-30,5.3,-2.1,0,0
"2020-12-31",2020-12-31,6.4,5.4,2.5,0
"2021-01-01",2021-01-01,2.8,1,2.5,0
"2021-01-02",2021-01-02,6.4,3.8,10.4,0
"2021-01-03",2021-01-03,4.2,0.4,0.8,5
"2021-01-04",2021-01-04,5.1,0.9,0,0
"2021-01-05",2021-01-05,4.8,-0.2,0.3,0
"2021-01-06",2021-01-06,6,0.5,0,0
"2021-01-07",2021-01-07,6.1,1.2,0,0
"2021-01-08",2021-01-08,4.8,-0.1,0,0
"2021-01-09",2021-01-09,5.1,-1.6,0,0
"2021-01-10",2021-01-10,4.2,0.6,0,0
"2021-01-11",2021-01-11,2.6,-0.3,0,0
"2021-01-12",2021-01-12,3.3,0.8,0,0
"2021-01-13",2021-01-13,3.1,1.8,0,0
"2021-01-14",2021-01-14,2.4,1.8,2.5,0
"2021-01-15",2021-01-15,3.7,2.2,0,0
"2021-01-16",2021-01-16,8.3,5.8,26.2,0
"2021-01-17",2021-01-17,8.3,3.8,0,0
"2021-01-18",2021-01-18,6.5,4.4,0,0
"2021-01-19",2021-01-19,4.8,0.6,0,0
"2021-01-20",2021-01-20,4.9,1.1,0,0
"2021-01-21",2021-01-21,3.5,-3.3,0,3
"2021-01-22",2021-01-22,4.3,1.7,0,0
"2021-01-23",2021-01-23,7.4,-0.8,0,0
"2021-01-24",2021-01-24,9.3,-5.6,0,0
"2021-01-25",2021-01-25,5.8,-3.5,0,0
"2021-01-26",2021-01-26,3.7,-2.1,5.6,91
"2021-01-27",2021-01-27,3.8,-0.9,1.8,25
"2021-01-28",2021-01-28,6,-0.6,1.3,23
"2021-01-29",2021-01-29,9.3,-9.6,0,0
"2021-01-30",2021-01-30,5.9,-10.4,0,0
"2021-01-31",2021-01-31,2.6,-9.9,0,0
"2021-02-01",2021-02-01,9.3,-2.8,17.5,30
"2021-02-02",2021-02-02,8.5,0.1,5.1,0
"2021-02-03",2021-02-03,4.7,-0.6,0,0
"2021-02-04",2021-02-04,4,0.3,0.3,3
"2021-02-05",2021-02-05,2.7,0.2,0.3,0
"2021-02-06",2021-02-06,5.6,2.1,0,0
"2021-02-07",2021-02-07,4.1,0.1,11.2,135
"2021-02-08",2021-02-08,4.8,-4.1,0,0
"2021-02-09",2021-02-09,2.7,-4.3,4.3,76
"2021-02-10",2021-02-10,4.2,-3.8,0,0
"2021-02-11",2021-02-11,3.9,-3.9,0,0
"2021-02-12",2021-02-12,4.7,-7.2,0,0
"2021-02-13",2021-02-13,4.2,-5.2,0,0
"2021-02-14",2021-02-14,2.5,-1.8,0,0
"2021-02-15",2021-02-15,4.1,-0.8,0.8,0
"2021-02-16",2021-02-16,5,0.8,16,0
"2021-02-17",2021-02-17,5.7,-1.8,0,0
"2021-02-18",2021-02-18,3.8,-2.9,2.3,23
"2021-02-19",2021-02-19,4.9,-2.3,10.9,122
"2021-02-20",2021-02-20,5,-2.6,0,0
"2021-02-21",2021-02-21,4.2,-3.4,0,0
"2021-02-22",2021-02-22,4.9,-1.6,4.1,0
"2021-02-23",2021-02-23,5.7,3.1,0,0
"2021-02-24",2021-02-24,6,5.4,0,0
"2021-02-25",2021-02-25,7.7,6.4,0,0
"2021-02-26",2021-02-26,4.1,0.8,0,0
"2021-02-27",2021-02-27,4.4,1.9,4.3,0
"2021-02-28",2021-02-28,3.1,4.2,0.5,0
"2021-03-01",2021-03-01,6.2,3.9,4.6,0
"2021-03-02",2021-03-02,10.1,-4.8,0,0
"2021-03-03",2021-03-03,5.4,0.3,0,0
"2021-03-04",2021-03-04,6.6,4.1,0,0
"2021-03-05",2021-03-05,8.1,-1.5,0,0
"2021-03-06",2021-03-06,5.6,-1.9,0,0
"2021-03-07",2021-03-07,4.4,-1.4,0,0
"2021-03-08",2021-03-08,4.2,0.1,0,0
"2021-03-09",2021-03-09,5.1,7,0,0
"2021-03-10",2021-03-10,3.8,5.9,0,0
"2021-03-11",2021-03-11,6,9.9,0,0
"2021-03-12",2021-03-12,6.4,14.9,0,0
"2021-03-13",2021-03-13,7.7,6.6,0,0
"2021-03-14",2021-03-14,7.7,4.8,0,3
"2021-03-15",2021-03-15,8.5,-4.6,0,0
"2021-03-16",2021-03-16,4.2,-3.3,0,0
"2021-03-17",2021-03-17,4.3,4.2,0,0
"2021-03-18",2021-03-18,4.8,6.2,16.8,0
"2021-03-19",2021-03-19,7.1,3.8,0,0
"2021-03-20",2021-03-20,3.3,6.3,0,0
"2021-03-21",2021-03-21,2.7,8.9,0,0
"2021-03-22",2021-03-22,3.7,8,0,0
"2021-03-23",2021-03-23,3,8.8,0,0
"2021-03-24",2021-03-24,2.5,8.7,0,0
"2021-03-25",2021-03-25,2.2,10.4,3.8,0
"2021-03-26",2021-03-26,7.7,14.8,0.3,0
"2021-03-27",2021-03-27,6.2,11.6,0,0
"2021-03-28",2021-03-28,5.8,7.6,17.5,0
"2021-03-29",2021-03-29,8.5,10.3,0,0
"2021-03-30",2021-03-30,5.1,8.2,0,0
"2021-03-31",2021-03-31,6.5,13.1,5.1,0
"2021-04-01",2021-04-01,6.7,10.3,23.4,0
"2021-04-02",2021-04-02,5.9,1.7,0,0
"2021-04-03",2021-04-03,3.6,3.1,0,0
"2021-04-04",2021-04-04,4.8,8.6,0,0
"2021-04-05",2021-04-05,7.4,11.2,0,0
"2021-04-06",2021-04-06,3.6,10.9,0,0
"2021-04-07",2021-04-07,3.1,10.9,0,0
"2021-04-08",2021-04-08,4.1,11.6,0,0
"2021-04-09",2021-04-09,4.1,10.3,0,0
"2021-04-10",2021-04-10,4.4,14.8,0,0
"2021-04-11",2021-04-11,6.1,11.4,0,0
"2021-04-12",2021-04-12,5.8,8.3,0,0
"2021-04-13",2021-04-13,4.6,9.6,0,0
"2021-04-14",2021-04-14,4.2,9.4,0,0
"2021-04-15",2021-04-15,5.8,8.9,5.6,0
"2021-04-16",2021-04-16,8.8,5.7,40.6,3
"2021-04-17",2021-04-17,4.9,5.7,2,0
"2021-04-18",2021-04-18,3.6,10.6,0,0
"2021-04-19",2021-04-19,3.4,12.3,0.3,0
"2021-04-20",2021-04-20,5.2,16.7,0,0
"2021-04-21",2021-04-21,6.7,15.2,6.1,0
"2021-04-22",2021-04-22,9,5.3,0,0
"2021-04-23",2021-04-23,7.6,8.6,0,0
"2021-04-24",2021-04-24,5.5,15.9,0,0
"2021-04-25",2021-04-25,3.4,13,2.8,0
"2021-04-26",2021-04-26,6.8,10.9,0,0
"2021-04-27",2021-04-27,4.8,11.7,0,0
"2021-04-28",2021-04-28,3.1,13.1,5.6,0
"2021-04-29",2021-04-29,2.8,9.6,22.6,0
"2021-04-30",2021-04-30,7.9,12.8,3.8,0
"2021-05-01",2021-05-01,6.4,11.8,0.5,0
"2021-05-02",2021-05-02,6,16.8,0.3,0
"2021-05-03",2021-05-03,4,15.8,0.5,0
"2021-05-04",2021-05-04,4.8,10.2,17,0
"2021-05-05",2021-05-05,3.5,9.6,13.5,0
"2021-05-06",2021-05-06,4.8,13.6,0,0
"2021-05-07",2021-05-07,4.6,12.3,0,0
"2021-05-08",2021-05-08,5.1,10.1,0,0
"2021-05-09",2021-05-09,5.5,14.6,0,0
"2021-05-10",2021-05-10,3.6,13,8.6,0
"2021-05-11",2021-05-11,6.6,14.9,0,0
"2021-05-12",2021-05-12,4.7,14.1,0,0
"2021-05-13",2021-05-13,3.3,15.8,0,0
"2021-05-14",2021-05-14,4.4,18.2,0,0
"2021-05-15",2021-05-15,4,19.6,0,0
"2021-05-16",2021-05-16,3.8,19.8,0.3,0
"2021-05-17",2021-05-17,3.1,17.8,0,0
"2021-05-18",2021-05-18,4.2,21.5,0,0
"2021-05-19",2021-05-19,4.6,21.2,0,0
"2021-05-20",2021-05-20,3.9,17.1,0,0
"2021-05-21",2021-05-21,4.8,19.2,0,0
"2021-05-22",2021-05-22,3.5,22.6,0,0
"2021-05-23",2021-05-23,5.5,25.9,0,0
"2021-05-24",2021-05-24,5.9,17.3,0,0
"2021-05-25",2021-05-25,7.1,17.7,0,0
"2021-05-26",2021-05-26,6.5,23.6,7.1,0
"2021-05-27",2021-05-27,5.4,23.9,0.3,0
"2021-05-28",2021-05-28,5.1,14.9,27.4,0
"2021-05-29",2021-05-29,8.8,9.4,27.4,0
"2021-05-30",2021-05-30,7.7,10.3,18.3,0
"2021-05-31",2021-05-31,4.1,12.6,3.8,0
"2021-06-01",2021-06-01,4.6,18.6,0,0
"2021-06-02",2021-06-02,4.1,20.8,0,0
"2021-06-03",2021-06-03,4.5,19.7,0,0
"2021-06-04",2021-06-04,4.6,22.5,2.8,0
"2021-06-05",2021-06-05,5,24.8,0,0
"2021-06-06",2021-06-06,4.5,29.3,0,0
"2021-06-07",2021-06-07,5.5,29.6,0,0
"2021-06-08",2021-06-08,4.2,28.8,0,0
"2021-06-09",2021-06-09,3.1,27.3,1.3,0
"2021-06-10",2021-06-10,4.9,21.9,0,0
"2021-06-11",2021-06-11,3.3,16.4,3,0
"2021-06-12",2021-06-12,2.5,17.8,15,0
"2021-06-13",2021-06-13,4.6,22.4,0,0
"2021-06-14",2021-06-14,2.8,18.8,13.5,0
"2021-06-15",2021-06-15,2.3,19.3,0.3,0
"2021-06-16",2021-06-16,5.1,20.4,0,0
"2021-06-17",2021-06-17,3.7,21.4,0,0
"2021-06-18",2021-06-18,4,23.3,0,0
"2021-06-19",2021-06-19,5.7,25.5,0,0
"2021-06-20",2021-06-20,4.7,26.3,0,0
"2021-06-21",2021-06-21,6,25.8,0,0
"2021-06-22",2021-06-22,4.3,24.4,23.1,0
"2021-06-23",2021-06-23,4.5,18.8,0,0
"2021-06-24",2021-06-24,4.4,18.9,0,0
"2021-06-25",2021-06-25,3.5,17.8,2.3,0
"2021-06-26",2021-06-26,6.1,23.1,0,0
"2021-06-27",2021-06-27,7.3,27.1,0,0
"2021-06-28",2021-06-28,6.3,29.4,0,0
"2021-06-29",2021-06-29,4.7,31.5,0,0
"2021-06-30",2021-06-30,4.4,31,4.1,0
"2021-07-01",2021-07-01,4,25.4,32.5,0
"2021-07-02",2021-07-02,6.3,18.3,42.4,0
"2021-07-03",2021-07-03,5.8,15.1,42.7,0
"2021-07-04",2021-07-04,3.3,15.9,7.9,0
"2021-07-05",2021-07-05,3.4,18.1,0,0
"2021-07-06",2021-07-06,6.6,24.9,7.4,0
"2021-07-07",2021-07-07,3.8,26.9,0.8,0
"2021-07-08",2021-07-08,4,20.6,7.6,0
"2021-07-09",2021-07-09,4.7,19.6,51.8,0
"2021-07-10",2021-07-10,3,21.9,1.3,0
"2021-07-11",2021-07-11,2.3,21.7,0.8,0
"2021-07-12",2021-07-12,3.6,20.4,30.7,0
"2021-07-13",2021-07-13,3.5,19.4,0.3,0
"2021-07-14",2021-07-14,2.1,20.5,0,0
"2021-07-15",2021-07-15,2.8,23.4,0,0
"2021-07-16",2021-07-16,4.9,27.4,0.5,0
"2021-07-17",2021-07-17,3.5,24.4,4.3,0
"2021-07-18",2021-07-18,3.8,21.5,7.6,0
"2021-07-19",2021-07-19,3,20.3,0,0
"2021-07-20",2021-07-20,3.2,25.1,0,0
"2021-07-21",2021-07-21,4.2,25.5,0,0
"2021-07-22",2021-07-22,3.6,22.3,0,0
"2021-07-23",2021-07-23,3.4,23,0,0
